ensembl_id,gene_name,baseMean,TP317_300_vs_CONTR_log2FC,TP317_300_vs_CONTR_pvalue,TP317_300_vs_CONTR_padj
ENSMUSG00000040365,Trim41,1335.6230801022305,0.2927930762133805,0.18099405602918306,0.9896287216067934
ENSMUSG00000020935,Dcakd,1343.8631269748068,0.12927120898499872,0.25189007785808115,0.9896287216067934
ENSMUSG00000031516,Dctn6,1325.581983104618,-0.0007878263202234355,0.9952826100330511,0.9982299179672791
ENSMUSG00000022369,Mtbp,1384.2520851295471,-0.008223696819388606,0.9273885276133402,0.9896287216067934
ENSMUSG00000033220,Rac2,1333.7548350693105,0.15196203275517342,0.3738790870060237,0.9896287216067934
ENSMUSG00000024079,Eif2ak2,1383.9471688946967,0.19947977393735944,0.34199288116067683,0.9896287216067934
ENSMUSG00000032477,Cdc25a,1351.076476886464,0.19024157299561847,0.36233491565316855,0.9896287216067934
ENSMUSG00000001173,Ocrl,1355.982930378845,0.16283324609437097,0.43601221211290897,0.9896287216067934
ENSMUSG00000009585,Apobec3,1367.0968899703698,0.06939383115950772,0.6695530670037271,0.9896287216067934
ENSMUSG00000007122,Casq1,201.56004877740864,1.3662602304225007,0.2720663128389832,0.9896287216067934
ENSMUSG00000052369,Tmem106c,1356.18723631232,0.05454177211139775,0.575128503682005,0.9896287216067934
ENSMUSG00000014786,Slc9a5,1307.2807532532026,0.04884807147686459,0.7673872255157291,0.9896287216067934
ENSMUSG00000037622,Wdtc1,1303.4114523882106,0.2504456969718337,0.23086133486856775,0.9896287216067934
ENSMUSG00000021806,Nid2,1381.8354500754108,-0.1557378903665791,0.5952621792494186,0.9896287216067934
ENSMUSG00000008384,Sertad1,1323.005882044798,-0.42411364644571664,0.0952110459878342,0.9896287216067934
ENSMUSG00000031262,Cenpi,1371.3411208329164,-0.34579124651984433,0.07731002014838473,0.9896287216067934
ENSMUSG00000020883,Fbxl20,1356.9895906651532,0.12246740019173756,0.6439487345340267,0.9896287216067934
ENSMUSG00000051469,Zfp24,1352.767706924016,-0.24716212453635902,0.09640901058039386,0.9896287216067934
ENSMUSG00000079547,H2-DMb1,1359.208484144885,-0.32620823946143884,0.18709846344331604,0.9896287216067934
ENSMUSG00000040687,Madd,1366.083656357483,0.2224034698242829,0.39454006722115,0.9896287216067934
ENSMUSG00000037326,Capn15,1344.0882710938054,0.2681991899186415,0.3248820069157444,0.9896287216067934
ENSMUSG00000021866,Anxa11,1362.170529882662,0.11402418094432754,0.29803970043449046,0.9896287216067934
ENSMUSG00000033430,Terf2ip,1359.0419605560508,0.03295422358084342,0.6435710153653857,0.9896287216067934
ENSMUSG00000107881,Gm44250,1343.4834947209918,0.02034168436563797,0.9026766377360704,0.9896287216067934
ENSMUSG00000021189,Atxn3,1361.7895390322137,0.016050790115183698,0.878811991847199,0.9896287216067934
ENSMUSG00000024299,Adamts10,1321.32323164156,-0.050174162666300856,0.8057444585499212,0.9896287216067934
ENSMUSG00000024218,Taf11,1337.9860620435004,0.019331289591887353,0.8284658449647528,0.9896287216067934
ENSMUSG00000031304,Il2rg,1331.526694108141,0.09144548999724267,0.31280983475543145,0.9896287216067934
ENSMUSG00000041406,BC055324,1379.8876756911811,-0.179026206093779,0.17353562458175142,0.9896287216067934
ENSMUSG00000022394,L3mbtl2,1362.8012061616942,0.15365389737675836,0.34413676865862064,0.9896287216067934
ENSMUSG00000036026,Tmem63b,1288.304161233255,0.3167969763373933,0.14223009580090604,0.9896287216067934
ENSMUSG00000022848,Dirc2,1302.6501134611444,-0.24816237821281928,0.14208657825892612,0.9896287216067934
ENSMUSG00000040044,Orc3,1352.7758214479315,-0.19995796240071484,0.11767907142563191,0.9896287216067934
ENSMUSG00000037217,Syn1,1341.5199626392625,0.22312706248748232,0.38063145960566236,0.9896287216067934
ENSMUSG00000039153,Runx2,1362.192022256204,0.3152236164973466,0.3370294118230396,0.9896287216067934
ENSMUSG00000020895,Tmem107,1328.9359880413838,-0.26678485038805516,0.2943151957359117,0.9896287216067934
ENSMUSG00000049299,Trappc1,1317.7856220402969,-0.07089361510968871,0.6207771006078482,0.9896287216067934
ENSMUSG00000038489,Polr2l,1287.1786864154171,-0.09476385760613469,0.5623948294712102,0.9896287216067934
ENSMUSG00000025133,Ints4,1358.1454166245408,0.03539376627601515,0.8351093576432862,0.9896287216067934
ENSMUSG00000043964,Orai3,1342.279661623845,-0.1223480152924236,0.27287457723707165,0.9896287216067934
ENSMUSG00000026104,Stat1,1307.5636347472025,0.12388317469712588,0.586230146101349,0.9896287216067934
ENSMUSG00000064127,Med14,1368.9265979387117,0.09099994675966323,0.6213627327831175,0.9896287216067934
ENSMUSG00000010047,Hyal2,1306.4915973308239,0.0628552470935205,0.62182712469672,0.9896287216067934
ENSMUSG00000027285,Haus2,1358.6997912715622,-0.21675288088011782,0.22295092504439462,0.9896287216067934
ENSMUSG00000038372,Gmds,1350.1244525697662,-0.10390190862878106,0.480123867890072,0.9896287216067934
ENSMUSG00000022999,Lmbr1l,1316.1005977210693,-0.04706925782100244,0.6405834877262193,0.9896287216067934
ENSMUSG00000020333,Acsl6,1362.4922132919812,-0.016637918869389316,0.8763376311750769,0.9896287216067934
ENSMUSG00000032384,Csnk1g1,1343.4865532717868,0.08398948121581719,0.7155874184521743,0.9896287216067934
ENSMUSG00000048799,Cep120,1342.6794530002533,0.012411424090755302,0.9230073132251865,0.9896287216067934
ENSMUSG00000030717,Nupr1,1249.2353240872762,0.10131937684784235,0.4723956353554012,0.9896287216067934
ENSMUSG00000046861,Hectd3,1355.9026339605036,-0.01316364117563074,0.8820249314046481,0.9896287216067934
ENSMUSG00000024589,Nedd4l,1275.1831316305022,0.16422395243599328,0.34645867418734955,0.9896287216067934
ENSMUSG00000059586,Nsmce2,1341.6440970723336,-0.1128678139766559,0.3186142761320303,0.9896287216067934
ENSMUSG00000058486,Wdr91,1339.3615201863763,0.10495079949298707,0.37674131772259356,0.9896287216067934
ENSMUSG00000029377,Ereg,1269.5451469628283,0.17925293792718394,0.33960216778379426,0.9896287216067934
ENSMUSG00000040473,Cfap69,1325.9547194553816,0.2664596614943855,0.2534797923191908,0.9896287216067934
ENSMUSG00000053080,2700081O15Rik,1344.2230714669747,0.14734220845013737,0.6027782551919231,0.9896287216067934
ENSMUSG00000021911,Parg,1342.977236674384,0.10954130744231873,0.3374866458969884,0.9896287216067934
ENSMUSG00000025017,Pik3ap1,1349.291280111036,0.38332060034448456,0.17684421715091525,0.9896287216067934
ENSMUSG00000057506,Bloc1s2,1310.5326760991773,-0.25508240650662817,0.2738993005729946,0.9896287216067934
ENSMUSG00000063019,Manbal,1312.7260864715797,0.06094630194836085,0.6317168815296814,0.9896287216067934
ENSMUSG00000025888,Casp1,1358.051879554077,-0.292750844557893,0.30229953748405125,0.9896287216067934
ENSMUSG00000035173,Ccdc186,1342.22000879782,0.13492412948849672,0.5139181224947743,0.9896287216067934
ENSMUSG00000040123,Zmym5,1337.4555749156066,-0.2222176640405007,0.12668801856157502,0.9896287216067934
ENSMUSG00000034714,Ttyh2,1344.084012563106,0.1027338764894309,0.6381502467559701,0.9896287216067934
ENSMUSG00000014554,Dguok,1342.691852015321,-0.14284334724549233,0.23415202948953362,0.9896287216067934
ENSMUSG00000039219,Arid4b,1359.3146842334265,0.11545983465389592,0.5951662861205704,0.9896287216067934
ENSMUSG00000022801,Lrch3,1398.0139694276877,0.12310678298963809,0.6816249090256921,0.9896287216067934
ENSMUSG00000036282,Naa30,1325.3890613858237,0.13470866721438232,0.30414506360145144,0.9896287216067934
ENSMUSG00000021103,Mnat1,1334.0199652080253,-0.19529988778384794,0.2676138125238342,0.9896287216067934
ENSMUSG00000024570,Rbfa,1316.2392572603883,-0.13765905763990968,0.3406809160998433,0.9896287216067934
ENSMUSG00000022571,Pycrl,1339.8276455881387,-0.3277686733270774,0.1020273385077262,0.9896287216067934
ENSMUSG00000039254,Pomt1,1348.494495030817,0.07122882382865191,0.5911442480557065,0.9896287216067934
ENSMUSG00000042105,Inpp5f,1324.0943805904467,0.033446576175591186,0.7946088772460882,0.9896287216067934
ENSMUSG00000040964,Arhgef10l,1284.8593576480603,0.14222468072536382,0.35471153471074335,0.9896287216067934
ENSMUSG00000033855,Ston1,1389.6757495994568,0.0666546698967547,0.8320546532957218,0.9896287216067934
ENSMUSG00000042622,Maff,1258.2323998380195,0.09769787041083905,0.6633487221754092,0.9896287216067934
ENSMUSG00000024862,Klc2,1300.0079729021975,0.11801433281383104,0.10680855596153753,0.9896287216067934
ENSMUSG00000032553,Srprb,1281.4429393768737,-0.1519462253117026,0.3848135893635254,0.9896287216067934
ENSMUSG00000009828,Ick,1348.0215199844608,0.04176364402898349,0.7987139725849876,0.9896287216067934
ENSMUSG00000064354,mt-Co2,921.6093443602128,0.3494692336144094,0.32376486409578786,0.9896287216067934
ENSMUSG00000031671,Setd6,1281.8613334412453,0.11952511057282882,0.3364445419489337,0.9896287216067934
ENSMUSG00000025894,Aasdhppt,1312.5330762882193,-0.33987604401352267,0.08000783889451961,0.9896287216067934
ENSMUSG00000026584,Scyl3,1345.997604558165,0.16012653671750018,0.4512748681063298,0.9896287216067934
ENSMUSG00000024732,Ccdc86,1327.494088558697,0.16140328657484476,0.27123584166289005,0.9896287216067934
ENSMUSG00000064068,Mtx1,1298.0050200649068,0.00025875605853585977,0.9989173220463503,0.9995255279170555
ENSMUSG00000069237,Fam8a1,1302.7019184839708,0.09393906231455817,0.41820895540822456,0.9896287216067934
ENSMUSG00000023349,Clec4n,1331.4300529702791,-0.37731163093476927,0.17433396184351335,0.9896287216067934
ENSMUSG00000004394,Tmed4,1286.1129292726655,-0.14491413067266792,0.3150015929927015,0.9896287216067934
ENSMUSG00000027115,Kif18a,1359.7693843094917,-0.09640570352665405,0.4455960945736126,0.9896287216067934
ENSMUSG00000021018,Polr2h,1296.602136062094,-0.22593480580785522,0.32034190017627306,0.9896287216067934
ENSMUSG00000031647,Mfap3l,1346.1978193564453,0.47190421518572806,0.0889601675052039,0.9896287216067934
ENSMUSG00000027357,Crls1,1314.9050429550623,-0.15608776463293952,0.30142971389873663,0.9896287216067934
ENSMUSG00000060224,Pyroxd2,1304.5905316507258,0.11835412180869663,0.6297324318803035,0.9896287216067934
ENSMUSG00000026492,Tfb2m,1315.772417551637,0.028854468676152628,0.7234335717626557,0.9896287216067934
ENSMUSG00000027573,Gid8,1323.2673638122371,-0.05513962037873693,0.3983345918204465,0.9896287216067934
ENSMUSG00000036980,Taf6,1358.4804748978524,-0.02137009471029866,0.8309267239988303,0.9896287216067934
ENSMUSG00000040297,Suco,1311.0981125102833,-0.0008597120205694893,0.9929073626076523,0.9974683586873105
ENSMUSG00000057497,Fam136a,1308.329497770157,-0.37379180208651136,0.06413753892195156,0.9896287216067934
ENSMUSG00000026578,Ccdc181,1333.5619879937797,0.05827766716199152,0.6223568357697244,0.9896287216067934
ENSMUSG00000025402,Nab2,1289.3464751203253,0.04364676217012509,0.6690731628209348,0.9896287216067934
ENSMUSG00000057948,Unc13d,1310.07469044989,0.12552282818760632,0.3673117611921246,0.9896287216067934
ENSMUSG00000018909,Arrb1,1231.3837318998242,0.21088200270829602,0.44290109699550906,0.9896287216067934
ENSMUSG00000003527,Ess2,1326.918189436267,-0.09421455822364025,0.44713785615048274,0.9896287216067934
ENSMUSG00000023965,Fbxl17,1317.1580438439294,0.21653060224335832,0.22605290220180185,0.9896287216067934
ENSMUSG00000059474,Mbtd1,1333.1518397972766,0.05199201022558012,0.745268459394917,0.9896287216067934
ENSMUSG00000038740,Mvb12b,1323.0582134571432,0.21396337038297614,0.4042486572445787,0.9896287216067934
ENSMUSG00000029101,Rgs12,1339.2650444372607,0.17148837834353453,0.4140511714626023,0.9896287216067934
ENSMUSG00000027200,Sema6d,1316.0753624512888,-0.06194215757637202,0.8590383088805743,0.9896287216067934
ENSMUSG00000069919,Hba-a1,892.6917228263467,-0.6568123036294516,0.2524823268070092,0.9896287216067934
ENSMUSG00000037337,Map4k1,1337.830045860877,0.07086195370732414,0.38077097891410894,0.9896287216067934
ENSMUSG00000018417,Myo1b,1300.4112824494298,0.03531109324201844,0.8357306727082777,0.9896287216067934
ENSMUSG00000040616,Tmem51,1302.86010583755,-0.03938911226035492,0.7057444369750264,0.9896287216067934
ENSMUSG00000030060,Hmces,1304.1461703472826,-0.029101104407872058,0.843231240496159,0.9896287216067934
ENSMUSG00000030059,Tmf1,1302.7363551728488,-0.04565532085861555,0.6339026362459357,0.9896287216067934
ENSMUSG00000072872,Rybp,1329.1947496582293,-0.03523495935518733,0.812583734055341,0.9896287216067934
ENSMUSG00000017376,Nlk,1316.0789100458885,-0.04990153367640478,0.7139054539526852,0.9896287216067934
ENSMUSG00000025538,Sumf2,1317.171225889502,-0.1981352559440498,0.249074911365327,0.9896287216067934
ENSMUSG00000027635,Dsn1,1326.840558539693,0.002650505985113131,0.9785497079241018,0.9914071232661051
ENSMUSG00000053553,3110082I17Rik,1309.3983989988699,-0.15325319432562456,0.307987799502881,0.9896287216067934
ENSMUSG00000018167,Stard3,1299.1747326669035,-0.10953885478273258,0.40206397492459045,0.9896287216067934
ENSMUSG00000003283,Hck,1317.9860309074816,0.028015510035586607,0.8861912983215573,0.9896287216067934
ENSMUSG00000039357,Fut11,1320.512584545709,-0.0696929565387422,0.4520049276099235,0.9896287216067934
ENSMUSG00000042185,Nfrkb,1331.972192236888,0.20163341328461953,0.34957028656815325,0.9896287216067934
ENSMUSG00000029417,Cxcl9,1304.5002118703972,0.01773642140941635,0.9707845970721516,0.9896287216067934
ENSMUSG00000053158,Fes,1276.7917194706135,0.22858061375394714,0.12743955820936884,0.9896287216067934
ENSMUSG00000020868,Xylt2,1285.1490046019026,0.13439050283795875,0.4409043608985439,0.9896287216067934
ENSMUSG00000005893,Nr2c2,1363.5076058229595,0.050136957018338583,0.8547178345164218,0.9896287216067934
ENSMUSG00000020647,Ncoa1,1332.478851936115,0.316177550760844,0.3470643019625381,0.9896287216067934
ENSMUSG00000005882,Uqcc1,1283.1026252867325,-0.1948255204599147,0.22425659945554877,0.9896287216067934
ENSMUSG00000027261,Hao1,1303.7949467484038,0.048824408242663354,0.8462879534017873,0.9896287216067934
ENSMUSG00000066278,Vps37b,1305.7058639855854,0.22037274158700274,0.0921279023196345,0.9896287216067934
ENSMUSG00000059518,Znhit1,1274.53940562183,-0.20106828995516032,0.36328610058796174,0.9896287216067934
ENSMUSG00000044201,Cdc25c,1337.3846572695722,0.02919500675562695,0.7731825459164237,0.9896287216067934
ENSMUSG00000072704,Smim10l1,1221.4343234685534,0.059489192858442376,0.4880415178875137,0.9896287216067934
ENSMUSG00000022109,Med4,1310.5222994492012,-0.22449714764043308,0.22898954239662217,0.9896287216067934
ENSMUSG00000073139,Tmem185a,1314.015969724293,-0.06982109496394813,0.3754443746883046,0.9896287216067934
ENSMUSG00000015501,Hivep2,1277.805164128895,0.18290490937432521,0.49492213365105553,0.9896287216067934
ENSMUSG00000047804,Akap10,1335.0392840673267,-0.10682677427234355,0.3542835034128248,0.9896287216067934
ENSMUSG00000047446,Arl4a,1302.270876232549,-0.12237516896074575,0.4178842288301853,0.9896287216067934
ENSMUSG00000020949,Fkbp3,1285.0908783115785,-0.0929743592741396,0.5026851624654424,0.9896287216067934
ENSMUSG00000028889,Yrdc,1267.8107319696967,-0.034425527169070796,0.8804006121828103,0.9896287216067934
ENSMUSG00000003812,Dnase2a,1301.7175832591256,-0.16516461220363746,0.34461908588823664,0.9896287216067934
ENSMUSG00000038717,Atp5l,1231.4957299481969,-0.2568448452665743,0.2452928387292379,0.9896287216067934
ENSMUSG00000024769,Cdc42bpg,1338.3964548445317,0.15819818766432386,0.5561172310726308,0.9896287216067934
ENSMUSG00000038013,Wipf2,1294.883241158049,0.1507850228505417,0.5986929331346034,0.9896287216067934
ENSMUSG00000072620,Slfn2,1217.36753129262,-0.15128256057233097,0.6191998150684114,0.9896287216067934
ENSMUSG00000073643,Wdfy1,1267.8491045564522,0.1010099043839288,0.462781151571489,0.9896287216067934
ENSMUSG00000051413,Plagl2,1318.4670665107944,0.1828175189245437,0.5199795315490232,0.9896287216067934
ENSMUSG00000089832,Shkbp1,1283.6493152136904,0.136564920041335,0.21946667501355555,0.9896287216067934
ENSMUSG00000033845,Mrpl15,1254.0294734634576,-0.28256427582228644,0.21658661173891203,0.9896287216067934
ENSMUSG00000022106,Rcbtb2,1310.799015910626,-0.3106425119745077,0.09748633057102205,0.9896287216067934
ENSMUSG00000031505,Naxd,1273.3531403871186,-0.2554017713930571,0.13837197780421587,0.9896287216067934
ENSMUSG00000020289,Nprl3,1296.3480872574835,0.21036775069165936,0.19046636516114557,0.9896287216067934
ENSMUSG00000059089,Fcgr4,1290.089539039988,-0.05068720380915136,0.8948579409759999,0.9896287216067934
ENSMUSG00000075701,Selenos,1240.2145146437244,-0.16920877899927572,0.3291473357949942,0.9896287216067934
ENSMUSG00000025785,Exosc7,1281.9841139629568,-0.17122572309802644,0.2610748548026912,0.9896287216067934
ENSMUSG00000007812,Zfp655,1301.4517978166448,-0.16998227972459884,0.15021888897089175,0.9896287216067934
ENSMUSG00000003680,Taf6l,1289.910623023321,-0.045702535363064435,0.7581105342796929,0.9896287216067934
ENSMUSG00000029592,Usp30,1309.3610826394736,0.25111458141156545,0.23154165053495346,0.9896287216067934
ENSMUSG00000028607,Cpt2,1272.8457341505784,0.09199346630498599,0.5096467304824879,0.9896287216067934
ENSMUSG00000050079,Rspry1,1304.5032378402052,-0.03414010549537496,0.7138148291296162,0.9896287216067934
ENSMUSG00000039308,Ndst2,1291.6627042910166,0.20792505605139688,0.29853946280439736,0.9896287216067934
ENSMUSG00000029199,Lias,1291.91108755791,-0.0882767352373918,0.4546289696751228,0.9896287216067934
ENSMUSG00000040697,Dnajc16,1305.529519836573,0.21647172873900764,0.4255071271439579,0.9896287216067934
ENSMUSG00000019823,Mical1,1322.989763578744,0.1384783266689993,0.4375458169506442,0.9896287216067934
ENSMUSG00000042558,Adprhl2,1276.5028377167168,-0.2738217204330349,0.12882377511822155,0.9896287216067934
ENSMUSG00000020385,Clk4,1257.3984012042547,-0.07103404563319668,0.6485860250518736,0.9896287216067934
ENSMUSG00000014668,Chfr,1274.3786611766034,-0.12402540600187378,0.2949459881994604,0.9896287216067934
ENSMUSG00000020120,Plek,1234.4602866600496,0.19627188506589607,0.1730480968313648,0.9896287216067934
ENSMUSG00000024829,Mrpl21,1277.925765866199,-0.19669037129136127,0.3476214370778674,0.9896287216067934
ENSMUSG00000022434,Fam118a,1293.2799374610113,-0.22546550668772544,0.15442020361469003,0.9896287216067934
ENSMUSG00000053581,Zfand2a,1273.3423440612112,-0.01208236710180922,0.921921667629037,0.9896287216067934
ENSMUSG00000064030,Pym1,1277.9222557468945,-0.07904381299571016,0.6958688882397748,0.9896287216067934
ENSMUSG00000074802,Gas2l3,1304.3722426113156,0.1407909313273835,0.5426240746605774,0.9896287216067934
ENSMUSG00000044328,Trp53i13,1251.166232973433,0.12122520624477995,0.44224377487575117,0.9896287216067934
ENSMUSG00000029175,Slc35f6,1269.6401039539503,0.15245931837504356,0.254372779971344,0.9896287216067934
ENSMUSG00000050213,Snip1,1297.2421811511927,-0.12402859816650616,0.36412841978573685,0.9896287216067934
ENSMUSG00000039463,Slc9a8,1267.8957876368188,0.21051572162266607,0.3278452406188026,0.9896287216067934
ENSMUSG00000026568,Mpc2,1211.1591840450003,-0.13198440525589733,0.5096384520988129,0.9896287216067934
ENSMUSG00000049686,Orai1,1260.5757567593305,0.14097095890999622,0.2905312772634536,0.9896287216067934
ENSMUSG00000028194,Ddah1,1213.8154921632245,0.174526154313071,0.5107501025319712,0.9896287216067934
ENSMUSG00000019590,Cyb561,1254.183758977842,0.16618376555646158,0.23377047034466847,0.9896287216067934
ENSMUSG00000017754,Pltp,1161.5268846164313,0.054956102515462256,0.6222871325010758,0.9896287216067934
ENSMUSG00000051256,Jagn1,1282.20439301107,-0.29640488242874036,0.13873087129866232,0.9896287216067934
ENSMUSG00000069520,Tmem19,1267.0591901757323,0.055000790856158464,0.5080816984332803,0.9896287216067934
ENSMUSG00000078974,Sec61g,1241.5937728855035,-0.3779920993660948,0.1191036214511074,0.9896287216067934
ENSMUSG00000039231,Suv39h1,1297.1452526108535,0.08876568632607978,0.3940639969180687,0.9896287216067934
ENSMUSG00000025413,Ttc4,1286.6895556754064,-0.28148542599946286,0.10982480181388128,0.9896287216067934
ENSMUSG00000044934,Zfp367,1292.389350602766,0.05812475333081167,0.6295123886465935,0.9896287216067934
ENSMUSG00000042745,Id1,1264.1148711650392,-0.14929570042405954,0.2912745444522077,0.9896287216067934
ENSMUSG00000027750,Postn,1194.3528969797057,0.4605420728405001,0.525338102101178,0.9896287216067934
ENSMUSG00000051439,Cd14,1154.0402279441653,0.12756078519515318,0.5811557458132202,0.9896287216067934
ENSMUSG00000035329,Fbxo33,1298.6465277555362,-0.03369819208596406,0.7661116491688413,0.9896287216067934
ENSMUSG00000030660,Pik3c2a,1327.6181429746723,-0.11177804878589456,0.5106498921486404,0.9896287216067934
ENSMUSG00000042284,Itga1,1319.9823057429683,0.07648603109907655,0.769840563243799,0.9896287216067934
ENSMUSG00000049922,Slc35c1,1295.5426164711603,0.22661012817719953,0.37453713642030695,0.9896287216067934
ENSMUSG00000018339,Gpx3,562.4965859069255,0.3552910051938573,0.6283372042790454,0.9896287216067934
ENSMUSG00000008090,Fgfrl1,1244.8111668977474,0.07347297032855622,0.35661026649515715,0.9896287216067934
ENSMUSG00000019478,Rab4a,1286.7684826582379,-0.007332598213142049,0.9155482309685471,0.9896287216067934
ENSMUSG00000020770,Unk,1289.0675079887367,0.17912322752505053,0.508654784109708,0.9896287216067934
ENSMUSG00000024251,Thada,1323.454018753567,0.04437893675582126,0.8785690475497734,0.9896287216067934
ENSMUSG00000035824,Tk2,1273.4011726119666,-0.1367348989807313,0.2160983075010876,0.9896287216067934
ENSMUSG00000036513,Commd2,1274.6843052474298,-0.45395121528300086,0.07194022913220349,0.9896287216067934
ENSMUSG00000014932,Yes1,1300.0612962474186,-0.0036661108732729962,0.9752819942591991,0.9898582197168775
ENSMUSG00000038518,Jarid2,1259.0600556271424,0.3137690119770588,0.1995925857684374,0.9896287216067934
ENSMUSG00000024424,Ttc39c,1202.5664912703683,0.10626736008039776,0.5775703413595035,0.9896287216067934
ENSMUSG00000038291,Snx25,1264.5822987064555,0.1827702872110703,0.18289378757407415,0.9896287216067934
ENSMUSG00000040451,Sgms1,1276.0871863697355,-0.0007262491906534305,0.9925814719129324,0.9973673487244393
ENSMUSG00000030314,Atg7,1279.0436444166949,0.09867911900774677,0.3350180602923959,0.9896287216067934
ENSMUSG00000027164,Traf6,1276.1850687060146,0.18282320230969729,0.4151609097569243,0.9896287216067934
ENSMUSG00000031634,Ufsp2,1246.8775973884383,0.10930948055201917,0.2017114681771044,0.9896287216067934
ENSMUSG00000048118,Arid4a,1312.0625398655943,0.22360022785188927,0.44158509037606686,0.9896287216067934
ENSMUSG00000035439,Haus8,1261.1639461597358,0.14029506218377963,0.4049828839668205,0.9896287216067934
ENSMUSG00000044018,Mrpl50,1262.3154845401318,-0.09882036589820892,0.5036238363283806,0.9896287216067934
ENSMUSG00000030319,Cand2,1274.9056026314222,0.21444923014535064,0.47244303347978645,0.9896287216067934
ENSMUSG00000020644,Id2,1213.7679981273773,-0.2757671793663494,0.23722032338740717,0.9896287216067934
ENSMUSG00000041351,Rap1gap,1310.8854587302624,0.11714030798550988,0.5178127905221073,0.9896287216067934
ENSMUSG00000037020,Wdr62,1309.7487448038846,0.17189278222515303,0.36297879850388715,0.9896287216067934
ENSMUSG00000039770,Ypel5,1210.3016700019896,-0.08353807577921356,0.46917379122507963,0.9896287216067934
ENSMUSG00000001707,Eef1e1,1249.9739997014676,-0.15491489218719434,0.4914393570331419,0.9896287216067934
ENSMUSG00000100514,Gm12960,1291.7805451313145,0.22165457134538105,0.3057791467248643,0.9896287216067934
ENSMUSG00000025532,Crcp,1272.9283409268132,-0.09020392612589535,0.49799249920657784,0.9896287216067934
ENSMUSG00000044906,4930503L19Rik,1267.8497763186745,-0.09564656432652703,0.3441164361385044,0.9896287216067934
ENSMUSG00000031398,Plxna3,1265.299971354579,0.1857949046910602,0.6026638438288743,0.9896287216067934
ENSMUSG00000039680,Mrps6,1271.9390801699392,-0.20129823643039024,0.28744222990590573,0.9896287216067934
ENSMUSG00000070953,Rabepk,1271.0951097451796,-0.40116662443687645,0.07120857013588329,0.9896287216067934
ENSMUSG00000021290,Atp5mpl,1182.6687530641298,-0.13368170007917782,0.5359096469982323,0.9896287216067934
ENSMUSG00000006732,Mettl1,1275.9881410286823,-0.15022248654419706,0.36778122235913235,0.9896287216067934
ENSMUSG00000040296,Ddx58,1260.526170630195,0.3475323416343,0.17027685779873214,0.9896287216067934
ENSMUSG00000052763,Zfp212,1289.303161520185,0.06899019866821213,0.5914126233677883,0.9896287216067934
ENSMUSG00000028914,Casp9,1294.959969342044,0.006909376082795091,0.9503759445838547,0.9896287216067934
ENSMUSG00000033991,Ttc37,1284.7473372095685,0.10027751296166645,0.6379195383373523,0.9896287216067934
ENSMUSG00000057375,Yipf1,1272.8347308404507,-0.4039078930515587,0.08152035273592734,0.9896287216067934
ENSMUSG00000015757,Ppil4,1289.2758787776227,0.16526113043924975,0.276569099990147,0.9896287216067934
ENSMUSG00000034518,Hmgxb4,1284.4304330208167,0.016589990305227474,0.891745894835996,0.9896287216067934
ENSMUSG00000038784,Cnot4,1279.2415715739942,0.18274926750164594,0.43295596808493453,0.9896287216067934
ENSMUSG00000036249,Rbm43,1273.913606123214,-0.18587546881034728,0.20262412771392946,0.9896287216067934
ENSMUSG00000020462,Cfap36,1265.4405528623515,0.030425721831435507,0.7903152426507325,0.9896287216067934
ENSMUSG00000025217,Btrc,1283.5697293809494,0.0723349382622885,0.3590226821853917,0.9896287216067934
ENSMUSG00000024955,Esrra,1174.2247541415607,-0.02329151125246067,0.9077276896151727,0.9896287216067934
ENSMUSG00000038838,Vars2,1273.4198916202874,0.18163457569159175,0.2924202950427659,0.9896287216067934
ENSMUSG00000027080,Med19,1283.1148368556755,-0.030993933241289726,0.7013661065830543,0.9896287216067934
ENSMUSG00000040112,Mrps35,1265.749779087477,-0.12694240731084383,0.5083431472922018,0.9896287216067934
ENSMUSG00000018509,Cenpv,1255.713203125913,-0.02296032076748371,0.9034864222390026,0.9896287216067934
ENSMUSG00000042208,0610010F05Rik,1282.5522873255716,-0.1731011024028102,0.09180063512365415,0.9896287216067934
ENSMUSG00000028282,Casp8ap2,1310.098802811644,0.18965154296668219,0.46367818448684917,0.9896287216067934
ENSMUSG00000001946,Esam,1246.4015765266597,-0.20078375287602981,0.23988286185007246,0.9896287216067934
ENSMUSG00000025650,Col7a1,1244.3668836672089,0.3951011438371722,0.21420905242093546,0.9896287216067934
ENSMUSG00000028114,Mettl14,1283.4926908479151,0.17646806284866914,0.1693994268664466,0.9896287216067934
ENSMUSG00000034157,Cipc,1257.4062345069776,-0.04239063953497418,0.6247951049587411,0.9896287216067934
ENSMUSG00000051285,Pcmtd1,1260.8780743407108,0.11879003029620538,0.577873158822746,0.9896287216067934
ENSMUSG00000021994,Wnt5a,1265.356849554289,0.1779512897852646,0.4088628755147887,0.9896287216067934
ENSMUSG00000057963,Itpk1,1130.3980055701554,0.25325078433296244,0.2085830217254402,0.9896287216067934
ENSMUSG00000021428,Riok1,1285.6592994480616,0.007894687835713322,0.8851120075913304,0.9896287216067934
ENSMUSG00000071064,Zfp827,1275.4880264597396,0.12978700437734383,0.6766412007782932,0.9896287216067934
ENSMUSG00000018574,Acadvl,1237.1677964473195,-0.055105557998975235,0.5340224001095867,0.9896287216067934
