ensembl_id,gene_name,baseMean,TP317_vs_CONTR_log2FC,TP317_vs_CONTR_pvalue,TP317_vs_CONTR_padj
ENSMUSG00000001052,Sec24b,7883.2513478575975,-0.8266926275768312,0.07450784948906103,0.40838736370891
ENSMUSG00000001053,N4bp3,768.5737440435769,-0.22518191424923642,0.6275572944858885,0.9107056689525104
ENSMUSG00000001054,Rmnd5b,1340.9089050930747,0.4490350087229569,0.36150197015203034,0.7740120212431179
ENSMUSG00000001056,Nhp2,5509.616554868848,-0.14106435476916632,0.7780115313989879,0.95100746192855
ENSMUSG00000001062,Vps9d1,1087.4019486291666,0.6227216978453745,0.13869190301892562,0.5377278745263654
ENSMUSG00000001065,Zfp276,1321.1183833734308,0.6387488111416945,0.1345659018641512,0.5306946106090755
ENSMUSG00000001082,Mfsd10,4648.966587919137,0.41189981276198145,0.351284695897072,0.7680248431418019
ENSMUSG00000001089,Luzp1,5124.027954604537,-0.6113783691941649,0.22357964146352416,0.6492894102546813
ENSMUSG00000001098,Kctd10,17207.047817389295,-0.6074272563031629,0.19325098345622105,0.614954675446996
ENSMUSG00000001100,Poldip2,5386.711382354943,-0.15804489699829657,0.7059183600427166,0.9334333443013999
ENSMUSG00000001105,Ift20,1554.9422222311837,0.030742688281341638,0.9445427842198126,0.9892320322233152
ENSMUSG00000001119,Col6a1,28140.10414994382,-1.6658055961979834,0.02907411968904837,0.26183331588587283
ENSMUSG00000001120,Pcbp3,1167.9949151246515,0.7016271968308619,0.32538966348992315,0.7480016884641999
ENSMUSG00000001123,Lgals9,7349.687813638986,2.0723941367508614,0.005927756988484433,0.10751745329264162
ENSMUSG00000001127,Araf,3804.985481344937,0.1686121390348982,0.6847432022793372,0.9278156545358963
ENSMUSG00000001128,Cfp,5763.209828315942,1.2607477389848982,0.09778890265712963,0.46393588753920406
ENSMUSG00000001131,Timp1,10317.0614572089,-0.5724090650402625,0.24757636135336758,0.6752116663136741
ENSMUSG00000001134,Uxt,477.6935246884453,0.4954118415473441,0.38291305154447286,0.7908043013454035
ENSMUSG00000001138,Cnnm3,1189.1065003274048,0.16375787608149422,0.7281680087035179,0.9380717093774342
ENSMUSG00000001143,Lman2l,1130.0409605172144,0.218216526185605,0.6770339122913929,0.9259013087916611
ENSMUSG00000001150,Mcm3ap,3488.488863951942,-0.4376159552750259,0.2982529614911267,0.7258463771647417
ENSMUSG00000001151,Pcnt,2619.1593347283224,-0.44578780294916015,0.38609073407731875,0.7923034425959987
ENSMUSG00000001155,Ftcd,9.715305049236921,-6.255105187852434,0.07319355642596877,
ENSMUSG00000001156,Mxd1,2614.755294344514,-0.13431768519431703,0.7881311795869047,0.9525125359349392
ENSMUSG00000001157,Gmcl1,1465.610178857225,-0.3751535451438144,0.38881408196492406,0.7936231221974441
ENSMUSG00000001158,Snrnp27,3014.1077962354425,0.3961865059582302,0.32899671802030184,0.7505473178260794
ENSMUSG00000001166,Oas1c,223.7281189658767,1.833068171409664,0.0245033436850234,0.23959268355643673
ENSMUSG00000001168,Oas1h,7.5029870616181595,6.852270567310356,0.020996933571656523,
ENSMUSG00000001173,Ocrl,2297.4265131603156,-0.1749529161979854,0.7159504016283584,0.9355357380132202
ENSMUSG00000001175,Calm1,40396.11490522574,0.1382017941485709,0.7501162930622138,0.942845058484459
ENSMUSG00000001211,Agpat3,5289.043790301052,0.5363171752634625,0.24896317109571675,0.6769437914560619
ENSMUSG00000001227,Sema6b,466.94542661613406,-0.6293993273323513,0.32988505207044605,0.7515809640629207
ENSMUSG00000001228,Uhrf1,4815.581477537582,-0.4470486597241528,0.33485759917333335,0.7558741971062674
ENSMUSG00000001229,Dpp9,3654.883376523126,-0.047020138555718675,0.9152059172581305,0.984193905584206
ENSMUSG00000001240,Ramp2,582.3019044195603,1.3245268109863204,0.04917039425090514,0.3398342175184392
ENSMUSG00000001247,Lsr,251.18014509395206,-0.10075318111202085,0.9260406981885323,0.9857900509916735
ENSMUSG00000001248,Gramd1a,4609.446489337852,1.022832547552627,0.030581283201379796,0.2682546906063776
ENSMUSG00000001249,Hpn,286.31615380443793,1.8982216942951984,0.4788351233774262,0.8468479386440321
ENSMUSG00000001270,Ckb,7473.629368063252,-0.8115178250094991,0.3804375514799273,0.78864934077989
ENSMUSG00000001280,Sp1,6682.457875355301,-0.658573601216192,0.16326942442720171,0.5733870518028488
ENSMUSG00000001281,Itgb7,7412.461080982636,0.7638365722714218,0.2294490182265071,0.6548259019612771
ENSMUSG00000001285,Myg1,2337.075460774156,0.6910986956942882,0.20217877495984893,0.6269418219831336
ENSMUSG00000001288,Rarg,5642.9246846695805,-0.4500330674629757,0.41227310670142525,0.8096631953572547
ENSMUSG00000001289,Pfdn5,5891.191942532487,0.6730258311689636,0.12780468497634082,0.5197313572158218
ENSMUSG00000001300,Efnb2,4853.683016234488,-1.1355748542244348,0.00954843349000886,0.14229074585853593
ENSMUSG00000001305,Rrp15,2127.3918369728844,-0.2622667266380962,0.5743776568169957,0.8945923616130506
ENSMUSG00000001313,Rnd2,590.9537490168916,-1.385035156107996,0.038638837287451905,0.3000980569115379
ENSMUSG00000001323,Srr,1071.878373664084,-0.22231101928532865,0.6880084079306836,0.9283922754613229
ENSMUSG00000001333,Sync,98.70236037787019,1.7659050012550204,0.0594045073469008,0.3708705105001759
ENSMUSG00000001334,Fndc5,130.49891127506015,3.9048653099546384,0.005639674218861034,0.10482577126512496
ENSMUSG00000001348,Acp5,20027.51203683853,-3.085222139996356,0.0012285681113632096,0.0409742568505613
ENSMUSG00000001349,Cnn1,38.12691326101324,2.0074453937529055,0.16535390294928898,0.577072896715491
ENSMUSG00000001366,Fbxo9,1169.1685072004734,-0.12920966846676754,0.7963606895101188,0.9541528773253453
ENSMUSG00000001376,Vps50,2125.6943459999147,-0.6024215512236599,0.22857789131892337,0.6546753403394737
ENSMUSG00000001380,Hars,6445.630945800098,-0.6810380394201493,0.14651765261934904,0.5507901503141074
ENSMUSG00000001383,Zmat2,4599.28575975474,0.4238342767835347,0.30293248941307616,0.7288621964764548
ENSMUSG00000001403,Ube2c,6883.6815761729495,0.23115254957839151,0.6425712217693906,0.9175707681458787
ENSMUSG00000001415,Smg5,7110.7740210179445,-0.7297533212143523,0.08685283581277906,0.4386725815546729
ENSMUSG00000001416,Cct3,27972.644442336412,-0.6867761789024397,0.14139379168405714,0.5434425765865301
ENSMUSG00000001418,Glmp,9267.609018012143,-0.1892729755418239,0.6624469335508951,0.9219357853929948
ENSMUSG00000001419,Mef2d,10280.873443710565,-0.6608299026375517,0.14890052020008981,0.5539862155182437
ENSMUSG00000001420,Tmem79,86.07207225976852,-1.7974069059880584,0.02402952628596093,0.23722106046818814
ENSMUSG00000001424,Snd1,18458.702794017903,-0.32624597879019496,0.4231917666476275,0.8154625922330253
ENSMUSG00000001435,Col18a1,28097.66741385243,-0.11095303230338265,0.8933490101673297,0.9808051826957498
ENSMUSG00000001436,Slc19a1,2572.685134061974,-0.5486014942285949,0.27613096206144194,0.7054392135034284
ENSMUSG00000001440,Kpnb1,31537.280261237203,-0.7506339347725985,0.09006013992444839,0.4467290498978904
ENSMUSG00000001441,Npepps,8733.295468790366,-0.64141153880118,0.17302098383601094,0.5895347975539904
ENSMUSG00000001444,Tbx21,398.98492551749075,3.611192913347464,0.0005643384659779531,0.02515915868992305
ENSMUSG00000001445,Mrpl10,3514.067845077049,0.17670833312511613,0.6640775140896964,0.9226799433980963
ENSMUSG00000001467,Cyp51,6415.13408423186,-1.9481258091764326,0.0017340326245393514,0.051180290893289786
ENSMUSG00000001472,Tcf25,15387.71493532295,-0.03768138700139093,0.931896057376024,0.9874326326273425
ENSMUSG00000001473,Tubb6,17488.63454995453,-0.8028154845447871,0.19559201610129695,0.6181707746117993
ENSMUSG00000001482,Def8,3387.1009124258926,-0.10482674697071932,0.8168118884725726,0.959788628672849
ENSMUSG00000001493,Meox1,207.78685317619815,0.83948001467071,0.3956010999383248,0.7972665783807954
ENSMUSG00000001497,Pax9,562.9834307460922,-1.0019067515153877,0.1042505437671776,0.4753092846488559
ENSMUSG00000001504,Irx2,17.9410516242608,1.1962589206267373,0.5927237359369111,0.8997511342570338
ENSMUSG00000001506,Col1a1,61660.29902786637,-0.0034739415724433457,0.9968798357560301,0.9995520689148477
ENSMUSG00000001507,Itga3,13047.80767106978,-0.2673852288789904,0.7627301145151639,0.9479857647127425
ENSMUSG00000001508,Sgca,206.36260696997692,11.63342798536553,0.0026793421869137283,0.0678729003213828
ENSMUSG00000001510,Dlx3,17.098240067013876,-2.407184460927165,0.31621540217572075,0.7416793343647489
ENSMUSG00000001517,Foxm1,7846.524598147007,-0.48855620195185556,0.35883309976340383,0.7728734452610496
ENSMUSG00000001518,Itfg2,1554.0605785264852,0.06177088959990944,0.8888707866081283,0.9797524908636303
ENSMUSG00000001520,Nrip2,60.174766186579426,-0.005709779356720796,0.9935203055945064,0.9982514856514954
ENSMUSG00000001521,Tulp3,7468.722281910617,-0.4275159157980091,0.3152592768319452,0.7407873235512283
ENSMUSG00000001524,Gtf2h4,1330.3817823489921,-0.23768088651473543,0.6236119997095727,0.9099793993979677
ENSMUSG00000001525,Tubb5,60935.51827715481,0.1047045295246223,0.8096910389556053,0.9582878713042318
ENSMUSG00000001542,Ell2,3348.957814431689,-1.0570530853012212,0.02261532129658261,0.23038718997327456
ENSMUSG00000001552,Jup,9142.300765085976,1.037651552414191,0.3521167286100876,0.7687544952211292
